tissue_type,subtype,gene,pct_in,pct_out,log2fc,auc,present_in_census,composite
colorectal,Enterocyte-like tumor cells,CDH17,0.59075,0.2446,1.8163731098175049,0.6962812542915344,True,0.407892326335907
colorectal,Enterocyte-like tumor cells,SLC39A4,0.515,0.209,2.0806355476379395,0.6725327968597412,True,0.407289780330658
colorectal,Enterocyte-like tumor cells,MUC13,0.56725,0.2132,1.5048010349273682,0.6873961687088013,True,0.37120703845977787
colorectal,Enterocyte-like tumor cells,KRT20,0.46375,0.166,1.8287978172302246,0.6535453796386719,True,0.3652660973548889
colorectal,Enterocyte-like tumor cells,DBI,0.733875,0.538,1.6463156938552856,0.6841134428977966,True,0.35109731178283693
colorectal,Enterocyte-like tumor cells,GUCY2C,0.343375,0.1108,1.8350874185562134,0.6186800003051758,True,0.3249677540206909
colorectal,Enterocyte-like tumor cells,FDFT1,0.528625,0.2646,1.40186607837677,0.6505916714668274,True,0.31346496289253234
colorectal,Goblet-like tumor cells,CLDN3,0.78425,0.3072,2.363651990890503,0.7756129503250122,True,0.5522655951118469
colorectal,Goblet-like tumor cells,ELF3,0.81775,0.3302,2.0257272720336914,0.7942609786987305,True,0.535491516122818
colorectal,Goblet-like tumor cells,LGALS3,0.82625,0.4702,2.0205180644989014,0.749445915222168,True,0.47281855650901794
colorectal,Goblet-like tumor cells,CLDN7,0.725,0.3046,1.5671037435531616,0.7286720871925354,True,0.42372803814888
colorectal,Goblet-like tumor cells,TMEM45B,0.50625,0.1846,1.9898654222488403,0.6737836599349976,True,0.4023434701728821
colorectal,Goblet-like tumor cells,LGALS4,0.828,0.3376,0.9886740446090698,0.751707911491394,True,0.39831375153541565
colorectal,Goblet-like tumor cells,SPINK1,0.51775,0.25,2.195019245147705,0.650404691696167,True,0.39337568979263304
colorectal,Goblet-like tumor cells,AGR2,0.728,0.3094,1.1930075883865356,0.7274025678634644,True,0.3849428310108185
colorectal,Goblet-like tumor cells,TFF3,0.717625,0.2792,0.8646387457847595,0.7336178421974182,True,0.36104316621780397
colorectal,Goblet-like tumor cells,MUC5B,0.264875,0.0578,2.2866339683532715,0.6043996214866638,True,0.3535980821037292
colorectal,Goblet-like tumor cells,MUC13,0.566125,0.216,1.2961819171905518,0.6836904883384705,True,0.346595588350296
colorectal,Goblet-like tumor cells,GALNT7,0.441875,0.1546,1.667108416557312,0.6494032144546509,True,0.3436884251403809
colorectal,Goblet-like tumor cells,SLPI,0.29925,0.0794,2.0448758602142334,0.6102885007858276,True,0.33668841049194337
colorectal,Goblet-like tumor cells,WFDC2,0.289625,0.0792,1.9325391054153442,0.6060808897018433,True,0.3202036401844025
colorectal,Goblet-like tumor cells,CXCL17,0.01075,0.0004,6.231263160705566,0.5051754713058472,True,0.3062103889656067
colorectal,Goblet-like tumor cells,SPINK7,0.002625,0.0,11.489848136901855,0.5013124942779541,True,0.30157500734329223
colorectal,Goblet-like tumor cells,MUC15,0.001,0.0,10.28886604309082,0.5005000233650208,True,0.3006000186920166
colorectal,Goblet-like tumor cells,MUC22,0.000125,0.0,6.977280139923096,0.5000625252723694,True,0.3000750202178955
colorectal,Tuft/BEST4⁺ tumor cells,ASCL2,0.60225,0.0606,4.839700222015381,0.7800164818763733,True,0.6323432212638855
colorectal,Tuft/BEST4⁺ tumor cells,KRT18,0.89125,0.3934,2.360059976577759,0.8239248991012573,True,0.5947159169387817
colorectal,Tuft/BEST4⁺ tumor cells,CFTR,0.427875,0.0856,3.0395736694335938,0.6766826510429382,True,0.5098011387157441
colorectal,Tuft/BEST4⁺ tumor cells,SOX4,0.76,0.3324,1.9599740505218506,0.772443950176239,True,0.49947255923271183
colorectal,Tuft/BEST4⁺ tumor cells,KRT8,0.878125,0.4256,1.8213777542114258,0.7772091627120972,True,0.49441012347221375
colorectal,Tuft/BEST4⁺ tumor cells,SPINK1,0.52675,0.2532,2.0580382347106934,0.6530376672744751,True,0.38294395729064945
colorectal,Tuft/BEST4⁺ tumor cells,SMOC2,0.167625,0.0416,2.6899993419647217,0.5638871788978577,True,0.3453146951961517
colorectal,Tuft/BEST4⁺ tumor cells,SLC52A3,0.16125,0.0362,2.39168643951416,0.5628566741943359,True,0.31446398330688474
colorectal,Tuft/BEST4⁺ tumor cells,SPRR2A,0.002,0.0008,5.805035591125488,0.5006000399589539,True,0.3007200379276276
colorectal,Tuft/BEST4⁺ tumor cells,TAS2R3,0.001125,0.0,10.136991500854492,0.5005624890327454,True,0.30067499718666074
colorectal,Enteroendocrine-like tumor cells,KCNQ1,0.468375,0.0818,3.22640323638916,0.6998118758201599,True,0.5371645364189148
colorectal,Enteroendocrine-like tumor cells,TAC1,0.097125,0.0044,4.860479354858398,0.5463897585868835,True,0.3556568307113647
colorectal,Enteroendocrine-like tumor cells,CALCA,0.033625,0.003,3.290492057800293,0.5153017044067383,True,0.31836637544631957
colorectal,Enteroendocrine-like tumor cells,SCG5,0.14825,0.0366,2.379667043685913,0.556335985660553,True,0.3053655167388916
colorectal,Enteroendocrine-like tumor cells,CRHR1,0.009375,0.0006,4.038489818572998,0.5043876767158508,True,0.3052651592540741
colorectal,Enteroendocrine-like tumor cells,CALCR,0.00175,0.0,10.873444557189941,0.5008749961853027,True,0.30105000886917116
colorectal,Mucinous/Signet-ring tumor cells,LGALS3,0.83725,0.474,1.8139770030975342,0.752332329750061,True,0.45591358795166015
colorectal,Mucinous/Signet-ring tumor cells,CLDN3,0.779625,0.313,1.4011499881744385,0.772254228591919,True,0.451243381690979
colorectal,Mucinous/Signet-ring tumor cells,LGALS4,0.8295,0.333,0.8979281783103943,0.7549166083335876,True,0.3930261164188385
colorectal,Mucinous/Signet-ring tumor cells,AGR2,0.732375,0.3026,1.1713653802871704,0.731456458568573,True,0.38825670488357544
colorectal,Mucinous/Signet-ring tumor cells,TFF3,0.721125,0.2848,1.0558743476867676,0.7307756543159485,True,0.3774729820632935
colorectal,Mucinous/Signet-ring tumor cells,GALNT3,0.488375,0.145,1.4809623956680298,0.6821081042289734,True,0.3624577408313751
colorectal,Mucinous/Signet-ring tumor cells,CLDN4,0.76925,0.3166,0.6446191072463989,0.7586802244186401,True,0.3619360842990875
colorectal,Mucinous/Signet-ring tumor cells,GALNT12,0.320125,0.0898,2.146669387817383,0.6179708242416382,True,0.3551086160564423
colorectal,Mucinous/Signet-ring tumor cells,MUC5B,0.26575,0.0568,2.2336270809173584,0.6055776476860046,True,0.34961485008239745
colorectal,Mucinous/Signet-ring tumor cells,GALNT7,0.453,0.1562,1.646036148071289,0.6564341187477112,True,0.3491109336471558
colorectal,Mucinous/Signet-ring tumor cells,B3GNT3,0.312875,0.0912,2.098465919494629,0.612870991230011,True,0.34447839089393617
